jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2023;4566;Frauenfeld;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);18.46;
2023;4566;Frauenfeld;0851;Streueflächen innerhalb der LN;5.27;
2023;4566;Frauenfeld;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);426.67;
2023;4566;Frauenfeld;0924;Einheimische standortgerechte Einzelbäume und Alleen;;538
2023;4571;Gachnang;0505;Triticale;296.05;
2023;4571;Gachnang;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);190.33;
2023;4571;Gachnang;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);7653.03;
2023;4571;Gachnang;0516;Dinkel;809.32;
2023;4571;Gachnang;0527;Winterraps zur Speiseölgewinnung;1555.46;
2023;4571;Gachnang;0543;Getreide siliert;34.6;
2023;4571;Gachnang;0617;Extensiv genutzte Weiden;525.92;
2023;4571;Gachnang;0635;Uferwiese (ohne Weiden);6.97;
2023;4571;Gachnang;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;20.58;
2023;4571;Gachnang;0702;Obstanlagen (Äpfel);3.53;
2023;4571;Gachnang;0704;Obstanlagen (Steinobst);42.27;
2023;4571;Gachnang;0804;Beerenkulturen in Gewächshäusern mit festem Fundament;13.49;
2023;4571;Gachnang;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";5.32;
2023;4571;Gachnang;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);71.05;
2023;4590;Hüttlingen;0505;Triticale;85.6;
2023;4590;Hüttlingen;0522;Zuckerrüben;2239.52;
2023;4590;Hüttlingen;0527;Winterraps zur Speiseölgewinnung;608.9;
2023;4590;Hüttlingen;0528;Soja;156.36;
2023;4590;Hüttlingen;0538;Lupinen;37.38;
2023;4590;Hüttlingen;0551;Einjährige Beeren (z.B. Erdbeeren);341.74;
2023;4590;Hüttlingen;0553;Einjährige Gewürz- und Medizinalpflanzen;44.88;
2023;4590;Hüttlingen;0556;Buntbrache;35.77;
2023;4590;Hüttlingen;0572;Nützlingsstreifen einjährig;59.02;
2023;4590;Hüttlingen;0613;Übrige Dauerwiesen (ohne Weiden);15725.03;
2023;4590;Hüttlingen;0705;Mehrjährige Beeren;11.05;
2023;4590;Hüttlingen;0712;Christbäume;86.75;
2023;4590;Hüttlingen;0851;Streueflächen innerhalb der LN;9.2;
2023;4590;Hüttlingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);4.41;
2023;4590;Hüttlingen;0921;Hochstammfeldobstbäume;;2623
2023;4590;Hüttlingen;0922;Nussbäume;;62
2023;4591;Matzingen;0504;Hafer;528.47;
2023;4591;Matzingen;0505;Triticale;320.59;
2023;4591;Matzingen;0507;Futterweizen gemäss Sortenlist swiss granum;653.91;
2023;4591;Matzingen;0522;Zuckerrüben;1611.16;
2023;4591;Matzingen;0524;Kartoffeln;535.29;
2023;4591;Matzingen;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);48.97;
2023;4591;Matzingen;0551;Einjährige Beeren (z.B. Erdbeeren);39.38;
2023;4591;Matzingen;0601;Kunstwiesen (ohne Weiden);6594.46;
2023;4591;Matzingen;0611;Extensiv genutzte Wiesen (ohne Weiden);1725.27;
2023;4591;Matzingen;0613;Übrige Dauerwiesen (ohne Weiden);10407.22;
2023;4591;Matzingen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2493.84;
2023;4591;Matzingen;0701;Reben;2.65;
2023;4591;Matzingen;0703;Obstanlagen (Birnen);12.34;
2023;4591;Matzingen;0851;Streueflächen innerhalb der LN;91.25;
2023;4591;Matzingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);99.1;
2023;4591;Matzingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;129
2023;4591;Matzingen;0926;andere Bäume;;1
2023;4601;Neunforn;0501;Sommergerste;11.61;
2023;4601;Neunforn;0502;Wintergerste;3478.13;
2023;4601;Neunforn;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);576.49;
2023;4601;Neunforn;0521;Silo- und Grünmais;4543.64;
2023;4601;Neunforn;0527;Winterraps zur Speiseölgewinnung;1842.19;
2023;4601;Neunforn;0528;Soja;1256.62;
2023;4601;Neunforn;0547;Wurzeln der Treibzichorie;484.2;
2023;4601;Neunforn;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);24.68;
2023;4601;Neunforn;0611;Extensiv genutzte Wiesen (ohne Weiden);6556.14;
2023;4601;Neunforn;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;151.89;
2023;4601;Neunforn;0703;Obstanlagen (Birnen);47.89;
2023;4601;Neunforn;0710;Spargel;48.29;
2023;4601;Neunforn;0717;Rebflächen mit natürlicher Artenvielfalt;497.87;
2023;4601;Neunforn;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);439.09;
2023;4601;Neunforn;0924;Einheimische standortgerechte Einzelbäume und Alleen;;211
2023;4606;Stettfurt;0501;Sommergerste;333.01;
2023;4606;Stettfurt;0505;Triticale;119.67;
2023;4606;Stettfurt;0521;Silo- und Grünmais;2266.25;
2023;4606;Stettfurt;0546;Freiland-Konservengemüse;665.57;
2023;4606;Stettfurt;0601;Kunstwiesen (ohne Weiden);6941.04;
2023;4606;Stettfurt;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;12.29;
2023;4606;Stettfurt;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;20.85;
2023;4606;Stettfurt;0701;Reben;268.15;
2023;4606;Stettfurt;0709;Rhabarber;339.25;
2023;4606;Stettfurt;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;33.8;
2023;4606;Stettfurt;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);10.24;
2023;4606;Stettfurt;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;125.27;
2023;4611;Thundorf;0505;Triticale;144.71;
2023;4611;Thundorf;0508;Körnermais;856.74;
2023;4611;Thundorf;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);566.25;
2023;4611;Thundorf;0522;Zuckerrüben;2469.34;
2023;4611;Thundorf;0528;Soja;110.64;
2023;4611;Thundorf;0531;Sonnenblumen zur Speiseölgewinnung;666.63;
2023;4611;Thundorf;0556;Buntbrache;309.29;
2023;4611;Thundorf;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;16.91;
2023;4611;Thundorf;0617;Extensiv genutzte Weiden;1174.42;
2023;4611;Thundorf;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;18.39;
2023;4611;Thundorf;0704;Obstanlagen (Steinobst);6.45;
2023;4611;Thundorf;0710;Spargel;60.57;
2023;4611;Thundorf;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);15.06;
2023;4611;Thundorf;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;32.84;
2023;4611;Thundorf;0922;Nussbäume;;151
2023;4611;Thundorf;0924;Einheimische standortgerechte Einzelbäume und Alleen;;302
2023;4611;Thundorf;0925;Markante Einzelbäume;;13
2023;4611;Thundorf;0926;andere Bäume;;14
2023;4616;Uesslingen-Buch;0504;Hafer;157.95;
2023;4616;Uesslingen-Buch;0511;Emmer, Einkorn;600.1;
2023;4616;Uesslingen-Buch;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);14095.36;
2023;4616;Uesslingen-Buch;0524;Kartoffeln;3075.19;
2023;4616;Uesslingen-Buch;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);196.67;
2023;4616;Uesslingen-Buch;0545;Einjährige Freilandgemüse, ohne Konservengemüse;3845.95;
2023;4616;Uesslingen-Buch;0546;Freiland-Konservengemüse;485.44;
2023;4616;Uesslingen-Buch;0557;Rotationsbrache;104.3;
2023;4616;Uesslingen-Buch;0559;Saum auf Ackerfläche;59.34;
2023;4616;Uesslingen-Buch;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);260.84;
2023;4616;Uesslingen-Buch;0601;Kunstwiesen (ohne Weiden);10967.19;
2023;4616;Uesslingen-Buch;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;48.14;
2023;4616;Uesslingen-Buch;0702;Obstanlagen (Äpfel);731.62;
2023;4616;Uesslingen-Buch;0705;Mehrjährige Beeren;283.6;
2023;4616;Uesslingen-Buch;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);4.59;
2023;4616;Uesslingen-Buch;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;0.31;
2023;4616;Uesslingen-Buch;0851;Streueflächen innerhalb der LN;333.55;
2023;4616;Uesslingen-Buch;0922;Nussbäume;;142
2023;4616;Uesslingen-Buch;0926;andere Bäume;;124
2023;4616;Uesslingen-Buch;10572;Nützlingsstreifen mehrjährig;40.03;
2023;4621;Warth-Weiningen;0502;Wintergerste;1134.43;
2023;4621;Warth-Weiningen;0516;Dinkel;213.31;
2023;4621;Warth-Weiningen;0522;Zuckerrüben;2760.17;
2023;4621;Warth-Weiningen;0527;Winterraps zur Speiseölgewinnung;1169.67;
2023;4621;Warth-Weiningen;0539;Oelkürbisse;200.12;
2023;4621;Warth-Weiningen;0546;Freiland-Konservengemüse;847.64;
2023;4621;Warth-Weiningen;0556;Buntbrache;189.41;
2023;4621;Warth-Weiningen;0557;Rotationsbrache;11.01;
2023;4621;Warth-Weiningen;0611;Extensiv genutzte Wiesen (ohne Weiden);3849.11;
2023;4621;Warth-Weiningen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);1.85;
2023;4621;Warth-Weiningen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1283.5;
2023;4621;Warth-Weiningen;0701;Reben;1134.62;
2023;4621;Warth-Weiningen;0703;Obstanlagen (Birnen);125.17;
2023;4621;Warth-Weiningen;0717;Rebflächen mit natürlicher Artenvielfalt;445.66;
2023;4621;Warth-Weiningen;0721;Mehrjährige gärtnerische Freilandkulturen (nicht im Gewächshaus);28.27;
2023;4621;Warth-Weiningen;0923;Edelkastanienbäume;;1
2023;4641;Altnau;0508;Körnermais;848.04;
2023;4641;Altnau;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);5254.64;
2023;4641;Altnau;0522;Zuckerrüben;1394.99;
2023;4641;Altnau;0524;Kartoffeln;269.4;
2023;4641;Altnau;0547;Wurzeln der Treibzichorie;144.06;
2023;4641;Altnau;0557;Rotationsbrache;102.71;
2023;4641;Altnau;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;11.62;
2023;4641;Altnau;0611;Extensiv genutzte Wiesen (ohne Weiden);2375.79;
2023;4641;Altnau;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);281.88;
2023;4641;Altnau;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;15.77;
2023;4641;Altnau;0704;Obstanlagen (Steinobst);838.22;
2023;4641;Altnau;0709;Rhabarber;23.01;
2023;4641;Altnau;0710;Spargel;32.93;
2023;4641;Altnau;0803;Gärtnerische Kulturen in Gewächshäusern mit festem Fundament;25.34;
2023;4641;Altnau;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;6.3;
2023;4641;Altnau;0922;Nussbäume;;76
2023;4641;Altnau;0923;Edelkastanienbäume;;2
2023;4643;Bottighofen;0601;Kunstwiesen (ohne Weiden);955.12;
2023;4643;Bottighofen;0617;Extensiv genutzte Weiden;108.64;
2023;4643;Bottighofen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);18.97;
2023;4643;Bottighofen;0922;Nussbäume;;9
2023;4643;Bottighofen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;60
2023;4646;Ermatingen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);556.49;
2023;4646;Ermatingen;0516;Dinkel;404.41;
2023;4646;Ermatingen;0521;Silo- und Grünmais;1685.84;
2023;4646;Ermatingen;0527;Winterraps zur Speiseölgewinnung;1982.04;
2023;4646;Ermatingen;0528;Soja;282.23;
2023;4646;Ermatingen;0531;Sonnenblumen zur Speiseölgewinnung;495.18;
2023;4646;Ermatingen;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);256.16;
2023;4646;Ermatingen;0556;Buntbrache;417.55;
2023;4646;Ermatingen;0557;Rotationsbrache;72.29;
2023;4646;Ermatingen;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);239.45;
2023;4646;Ermatingen;0572;Nützlingsstreifen einjährig;23.29;
2023;4646;Ermatingen;0617;Extensiv genutzte Weiden;703.77;
2023;4646;Ermatingen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;103.86;
2023;4646;Ermatingen;0702;Obstanlagen (Äpfel);204.55;
2023;4646;Ermatingen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);62.81;
2023;4646;Ermatingen;0922;Nussbäume;;71
2023;4646;Ermatingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;53
2023;4646;Ermatingen;0926;andere Bäume;;14
2023;4651;Gottlieben;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);10.87;
2023;4656;Güttingen;0508;Körnermais;768.84;
2023;4656;Güttingen;0516;Dinkel;70.55;
2023;4656;Güttingen;0522;Zuckerrüben;609.82;
2023;4656;Güttingen;0543;Getreide siliert;200.05;
2023;4656;Güttingen;0551;Einjährige Beeren (z.B. Erdbeeren);977.63;
2023;4656;Güttingen;0601;Kunstwiesen (ohne Weiden);6915.25;
2023;4656;Güttingen;0611;Extensiv genutzte Wiesen (ohne Weiden);2911.7;
2023;4656;Güttingen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;6.62;
2023;4656;Güttingen;0702;Obstanlagen (Äpfel);4672.14;
2023;4656;Güttingen;0703;Obstanlagen (Birnen);581.24;
2023;4656;Güttingen;0803;Gärtnerische Kulturen in Gewächshäusern mit festem Fundament;119.49;
2023;4656;Güttingen;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;10.95;
2023;4656;Güttingen;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";11.88;
2023;4656;Güttingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;116
2023;4666;Kemmental;0502;Wintergerste;9179.94;
2023;4666;Kemmental;0510;Hartweizen;533.06;
2023;4666;Kemmental;0527;Winterraps zur Speiseölgewinnung;4073.81;
2023;4666;Kemmental;0528;Soja;325.25;
2023;4666;Kemmental;0531;Sonnenblumen zur Speiseölgewinnung;1027.5;
2023;4666;Kemmental;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);791.24;
2023;4666;Kemmental;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);2.87;
2023;4666;Kemmental;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);474.17;
2023;4666;Kemmental;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;136.65;
2023;4666;Kemmental;0612;Wenig intensiv gen. Wiesen (ohne Weiden);1018.86;
2023;4666;Kemmental;0613;Übrige Dauerwiesen (ohne Weiden);35052.45;
2023;4666;Kemmental;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);3743.78;
2023;4666;Kemmental;0632;Futtergräser für die Samenproduktion (Vertragsanbau);510.11;
2023;4666;Kemmental;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;25.2;
2023;4666;Kemmental;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;205.03;
2023;4666;Kemmental;0703;Obstanlagen (Birnen);697.82;
2023;4666;Kemmental;0712;Christbäume;268.16;
2023;4666;Kemmental;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);38.96;
2023;4666;Kemmental;0924;Einheimische standortgerechte Einzelbäume und Alleen;;385
2023;4666;Kemmental;0926;andere Bäume;;35
2023;4671;Kreuzlingen;0502;Wintergerste;480.97;
2023;4671;Kreuzlingen;0507;Futterweizen gemäss Sortenlist swiss granum;187.92;
2023;4671;Kreuzlingen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);64.96;
2023;4671;Kreuzlingen;0527;Winterraps zur Speiseölgewinnung;289.88;
2023;4671;Kreuzlingen;0531;Sonnenblumen zur Speiseölgewinnung;407.95;
2023;4671;Kreuzlingen;0547;Wurzeln der Treibzichorie;284.7;
2023;4671;Kreuzlingen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);53.21;
2023;4671;Kreuzlingen;0617;Extensiv genutzte Weiden;165.36;
2023;4671;Kreuzlingen;0631;Futterleguminosen für die Samenproduktion (Vertragsanbau);125.16;
2023;4671;Kreuzlingen;0702;Obstanlagen (Äpfel);998.34;
2023;4671;Kreuzlingen;0712;Christbäume;185.01;
2023;4671;Kreuzlingen;0713;Baumschule von Forstpflanzen ausserhalb der Forstzone;53.67;
2023;4671;Kreuzlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);116.62;
2023;4681;Langrickenbach;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);332.87;
2023;4681;Langrickenbach;0516;Dinkel;1236.72;
2023;4681;Langrickenbach;0521;Silo- und Grünmais;9601.13;
2023;4681;Langrickenbach;0531;Sonnenblumen zur Speiseölgewinnung;254.2;
2023;4681;Langrickenbach;0559;Saum auf Ackerfläche;83.38;
2023;4681;Langrickenbach;0578;Hirse zur Körnergewinnung;100.06;
2023;4681;Langrickenbach;0601;Kunstwiesen (ohne Weiden);10565.84;
2023;4681;Langrickenbach;0612;Wenig intensiv gen. Wiesen (ohne Weiden);256.72;
2023;4681;Langrickenbach;0613;Übrige Dauerwiesen (ohne Weiden);32989.19;
2023;4681;Langrickenbach;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);221.31;
2023;4681;Langrickenbach;0617;Extensiv genutzte Weiden;57.37;
2023;4681;Langrickenbach;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;58.71;
2023;4681;Langrickenbach;0701;Reben;24.14;
2023;4681;Langrickenbach;0703;Obstanlagen (Birnen);617.36;
2023;4681;Langrickenbach;0851;Streueflächen innerhalb der LN;2.09;
2023;4681;Langrickenbach;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);132.41;
2023;4681;Langrickenbach;0923;Edelkastanienbäume;;8
2023;4681;Langrickenbach;0924;Einheimische standortgerechte Einzelbäume und Alleen;;112
2023;4683;Lengwil;0502;Wintergerste;1372.87;
2023;4683;Lengwil;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);8639.05;
2023;4683;Lengwil;0527;Winterraps zur Speiseölgewinnung;3337.93;
2023;4683;Lengwil;0531;Sonnenblumen zur Speiseölgewinnung;220.88;
2023;4683;Lengwil;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);137.37;
2023;4683;Lengwil;0538;Lupinen;100.04;
2023;4683;Lengwil;0539;Oelkürbisse;133.5;
2023;4683;Lengwil;0551;Einjährige Beeren (z.B. Erdbeeren);2.81;
2023;4683;Lengwil;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);6.41;
2023;4683;Lengwil;0559;Saum auf Ackerfläche;8.74;
2023;4683;Lengwil;0611;Extensiv genutzte Wiesen (ohne Weiden);3476.91;
2023;4683;Lengwil;0617;Extensiv genutzte Weiden;60.67;
2023;4683;Lengwil;0703;Obstanlagen (Birnen);4.62;
2023;4683;Lengwil;0704;Obstanlagen (Steinobst);7.5;
2023;4683;Lengwil;0706;Mehrjährige Gewürz- und Medizinalpflanzen;164.88;
2023;4683;Lengwil;0811;"Gemüsekulturen in geschütztem Anbau ohne festes Fundament; im gewachsenen Boden";18.53;
2023;4683;Lengwil;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;34.15;
2023;4683;Lengwil;0921;Hochstammfeldobstbäume;;1930
2023;4683;Lengwil;0922;Nussbäume;;84
2023;4691;Münsterlingen;0502;Wintergerste;989.89;
2023;4691;Münsterlingen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);3462.7;
2023;4691;Münsterlingen;0516;Dinkel;208.07;
2023;4691;Münsterlingen;0521;Silo- und Grünmais;2929.56;
2023;4691;Münsterlingen;0522;Zuckerrüben;2166.27;
2023;4691;Münsterlingen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;104.61;
2023;4691;Münsterlingen;0556;Buntbrache;98.14;
2023;4691;Münsterlingen;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);198.09;
2023;4691;Münsterlingen;0611;Extensiv genutzte Wiesen (ohne Weiden);1939.56;
2023;4691;Münsterlingen;0613;Übrige Dauerwiesen (ohne Weiden);1762.63;
2023;4691;Münsterlingen;0635;Uferwiese (ohne Weiden);50.92;
2023;4691;Münsterlingen;0710;Spargel;97.69;
2023;4691;Münsterlingen;0808;Gärtnerische Kulturen in geschütztem Anbau ohne festes Fundament;6.22;
2023;4691;Münsterlingen;0921;Hochstammfeldobstbäume;;216
2023;4691;Münsterlingen;0923;Edelkastanienbäume;;42
2023;4691;Münsterlingen;10572;Nützlingsstreifen mehrjährig;10.83;
2023;4696;Tägerwilen;0502;Wintergerste;1703.0;
2023;4696;Tägerwilen;0508;Körnermais;751.94;
2023;4696;Tägerwilen;0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);85.13;
2023;4696;Tägerwilen;0516;Dinkel;1524.51;
2023;4696;Tägerwilen;0521;Silo- und Grünmais;2617.51;
2023;4696;Tägerwilen;0524;Kartoffeln;2129.14;
2023;4696;Tägerwilen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;8367.68;
2023;4696;Tägerwilen;0551;Einjährige Beeren (z.B. Erdbeeren);44.67;
2023;4696;Tägerwilen;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);20.51;
2023;4696;Tägerwilen;0572;Nützlingsstreifen einjährig;27.16;
2023;4696;Tägerwilen;0575;Hanf zur Nutzung der Samen;48.01;
2023;4696;Tägerwilen;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);79.14;
2023;4696;Tägerwilen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);312.11;
2023;4696;Tägerwilen;0613;Übrige Dauerwiesen (ohne Weiden);6612.93;
2023;4696;Tägerwilen;0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);2737.86;
2023;4696;Tägerwilen;0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;687.35;
2023;4696;Tägerwilen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;8.45;
2023;4696;Tägerwilen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);20.1;
2023;4696;Tägerwilen;0801;Gemüsekulturen in Gewächshäusern mit festem Fundament;1144.78;
2023;4696;Tägerwilen;0923;Edelkastanienbäume;;12
2023;4701;Wäldi;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);9789.9;
2023;4701;Wäldi;0516;Dinkel;978.08;
2023;4701;Wäldi;0521;Silo- und Grünmais;6356.01;
2023;4701;Wäldi;0528;Soja;1055.12;
2023;4701;Wäldi;0531;Sonnenblumen zur Speiseölgewinnung;1567.56;
2023;4701;Wäldi;0553;Einjährige Gewürz- und Medizinalpflanzen;7.06;
2023;4701;Wäldi;0557;Rotationsbrache;169.16;
2023;4701;Wäldi;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);39.68;
