jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2023;Diessenhofen;1150;Rindergattung und Wasserbüffel;Andere Kühe;10.2603;10.2603
2023;Diessenhofen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.7699;0.6194
2023;Diessenhofen;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;19.0712;1.1443
2023;Diessenhofen;1358;Schafgattung;Lämmer bis 180 Tage alt;23.5205;0.7056
2023;Diessenhofen;1462;Ziegengattung;Andere Ziegen über 365 Tage alt, weiblich;28.013700000000004;4.7623
2023;Diessenhofen;1464;Ziegengattung;Andere Ziegen über 365 Tage alt, männlich;2.5835;0.4392
2023;Diessenhofen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;50.0;13.0
2023;Diessenhofen;1631;Schweinegattung;Abgesetzte Ferkel;180.0;10.8
2023;Diessenhofen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);150.0;0.0
2023;Diessenhofen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);15.0;0.165
2023;Diessenhofen;1887;Übriges Geflügel;Perlhühner;28.0;0.112
2023;Diessenhofen;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;5.0;0.0
2023;Diessenhofen;9001;Fische;Regenbogenforelle;;0.0
2023;Diessenhofen;9004;Fische;Äsche;;0.0
2023;Diessenhofen;9006;Fische;Karpfen;;0.0
2023;Diessenhofen;9007;Fische;Felchen;;0.0
2023;Diessenhofen;9008;Fische;Egli;;0.0
2023;Diessenhofen;9009;Fische;Andere;;0.0
2023;Dinhard;1882;Bienenstände/Bienenvölker;Bienenvölker;0.0;0.0
2023;Dozwil;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;16.6411;2.1634
2023;Dozwil;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;61.0712;20.1535
2023;Dozwil;1753;Nutzgeflügel;Konsumeier produzierende Hennen;79.0;0.7899999999999999
2023;Dozwil;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);3.0;0.03
2023;Dozwil;1861;Kaninchen;Produzierende Zibben;2.0;0.068
2023;Dozwil;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);10.0;0.11
2023;Dozwil;1882;Bienenstände/Bienenvölker;Bienenvölker;34.0;0.0
2023;Egnach;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;88.25449999999998;11.472999999999995
2023;Egnach;1358;Schafgattung;Lämmer bis 180 Tage alt;76.63;2.2988
2023;Egnach;1464;Ziegengattung;Andere Ziegen über 365 Tage alt, männlich;10.3123;1.7531
2023;Egnach;1468;Ziegengattung;Zicklein bis 180 Tage alt;1.8081999999999998;0.0542
2023;Egnach;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;0.0;0.0
2023;Egnach;1578;Andere Raufutter verzehrende Nutztiere;Rothirsche jeden Alters;0.0;0.0
2023;Egnach;1611;Schweinegattung;Säugende Zuchtsauen;105.0;57.75
2023;Egnach;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;333.0;86.58
2023;Egnach;1631;Schweinegattung;Abgesetzte Ferkel;1383.0;82.98
2023;Egnach;1753;Nutzgeflügel;Konsumeier produzierende Hennen;28578.0;285.7800000000001
2023;Egnach;1861;Kaninchen;Produzierende Zibben;16.0;0.544
2023;Egnach;1872;Übriges Geflügel;Gänse;33.0;0.396
2023;Egnach;1876;Übriges Geflügel;Wachteln;84.0;0.336
2023;Egnach;1877;Übriges Geflügel;Strausse bis 13 Monate;0.0;0.0
2023;Egnach;1884;Andere Tiere;Pelztiere aller Art (Nerz);0.0;0.0
2023;Egnach;1886;Andere Tiere;Übrige Nutztiere;0.0;0.0
2023;Egnach;1887;Übriges Geflügel;Perlhühner;0.0;0.0
2023;Egnach;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);21.0;0.0
2023;Egnach;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;6.0;0.0
2023;Egnach;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;8.0;0.0
2023;Egnach;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;14.0;0.0
2023;Erlen;1110;Rindergattung und Wasserbüffel;Milchkühe;756.8848;756.8848
2023;Erlen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;16.9289;6.7715
2023;Erlen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;43.98910000000001;14.5164
2023;Erlen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;154.77519999999996;20.120799999999996
2023;Erlen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;210.94230000000002;69.611
2023;Erlen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;65.79180000000001;46.0541
2023;Erlen;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.6548;0.0982
2023;Erlen;1354;Schafgattung;Andere Schafe über 365 Tage alt, männlich;10.7397;1.8259
2023;Erlen;1358;Schafgattung;Lämmer bis 180 Tage alt;70.5562;2.1166
2023;Erlen;1462;Ziegengattung;Andere Ziegen über 365 Tage alt, weiblich;18.5644;3.156
2023;Erlen;1468;Ziegengattung;Zicklein bis 180 Tage alt;3.4657999999999998;0.10400000000000001
2023;Erlen;1611;Schweinegattung;Säugende Zuchtsauen;29.0;15.95
2023;Erlen;1621;Schweinegattung;Zuchteber;3.0;0.75
2023;Erlen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1593.0;270.81
2023;Erlen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;4300.0;42.99999999999999
2023;Erlen;1863;Kaninchen;Andere Kaninchen;11.0;0.0
2023;Erlen;1871;Übriges Geflügel;Enten (ohne Zierenten);2.0;0.016
2023;Erlen;1872;Übriges Geflügel;Gänse;2.0;0.024
2023;Erlen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);6.0;0.0
2023;Erlen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;3.0;0.0
2023;Ermatingen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;13.131499999999999;4.3333
2023;Ermatingen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;4.1178;1.3587999999999998
2023;Ermatingen;1354;Schafgattung;Andere Schafe über 365 Tage alt, männlich;0.4;0.068
2023;Ermatingen;1462;Ziegengattung;Andere Ziegen über 365 Tage alt, weiblich;12.860199999999999;2.1862
2023;Ermatingen;1464;Ziegengattung;Andere Ziegen über 365 Tage alt, männlich;5.0;0.8500000000000001
2023;Ermatingen;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;40.0;4.0
2023;Ermatingen;1757;Nutzgeflügel;Mastpoulets jeden Alters;20.0;0.08
2023;Ermatingen;1876;Übriges Geflügel;Wachteln;10.0;0.04
2023;Ermatingen;9002;Fische;Bachforelle (inkl. Seeforelle);;0.0
2023;Ermatingen;9003;Fische;Saiblinge (Bach- & Seesaibling, kanadische Seeforelle);;0.0
2023;Ermatingen;9009;Fische;Andere;;0.0
2023;Eschenz;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;6.1232;3.6739999999999995
2023;Eschenz;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;125.48489999999998;50.1941
2023;Eschenz;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;89.91499999999999;29.6719
2023;Eschenz;1150;Rindergattung und Wasserbüffel;Andere Kühe;93.359;93.359
2023;Eschenz;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;3.5945;2.5162
2023;Eschenz;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;3.8192;1.9096
2023;Eschenz;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;1.8795;0.2819
2023;Eschenz;1352;Schafgattung;Andere Schafe über 365 Tage alt, weiblich;74.5809;12.6787
2023;Eschenz;1354;Schafgattung;Andere Schafe über 365 Tage alt, männlich;12.5562;2.1345
2023;Eschenz;1358;Schafgattung;Lämmer bis 180 Tage alt;40.2356;1.2071
2023;Eschenz;1466;Ziegengattung;Jungziegen über 180 Tage bis 365 Tage alt;0.4932;0.0296
2023;Eschenz;1468;Ziegengattung;Zicklein bis 180 Tage alt;0.9863;0.0296
2023;Eschenz;1611;Schweinegattung;Säugende Zuchtsauen;32.0;17.6
2023;Eschenz;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;120.0;31.2
2023;Eschenz;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);6.0;0.060000000000000005
2023;Eschenz;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;6.0;0.024
2023;Eschenz;1757;Nutzgeflügel;Mastpoulets jeden Alters;5.0;0.02
2023;Eschenz;1763;Nutzgeflügel;Trutenausmast;3947.0;110.516
2023;Eschenz;1861;Kaninchen;Produzierende Zibben;6.0;0.20400000000000001
2023;Eschenz;1863;Kaninchen;Andere Kaninchen;32.0;0.0
2023;Eschenz;1872;Übriges Geflügel;Gänse;3.0;0.036
2023;Eschenz;1876;Übriges Geflügel;Wachteln;3.0;0.012
2023;Eschenz;1882;Bienenstände/Bienenvölker;Bienenvölker;109.0;0.0
2023;Eschenz;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;4.0;0.0
2023;Eschlikon;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;3.1014;1.2405
2023;Eschlikon;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;33.285;10.984
2023;Eschlikon;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;3.4602999999999997;1.1419000000000001
2023;Eschlikon;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;17.4712;2.2712999999999997
2023;Eschlikon;1150;Rindergattung und Wasserbüffel;Andere Kühe;23.9808;23.9808
2023;Eschlikon;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2023;Eschlikon;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;0.4329;0.026
2023;Eschlikon;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;4.0;0.44
2023;Eschlikon;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;78.0;20.28
2023;Eschlikon;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);240.0;0.0
2023;Eschlikon;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1131.0;192.26999999999998
2023;Eschlikon;1757;Nutzgeflügel;Mastpoulets jeden Alters;8000.0;32.0
2023;Eschlikon;1876;Übriges Geflügel;Wachteln;0.0;0.0
2023;Eschlikon;1882;Bienenstände/Bienenvölker;Bienenvölker;86.0;0.0
2023;Eschlikon;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;3.0;0.0
2023;Felben-Wellhausen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;8.7398;5.243900000000001
2023;Felben-Wellhausen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;24.5013;8.085400000000002
2023;Felben-Wellhausen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;16.9698;2.2061
2023;Felben-Wellhausen;1352;Schafgattung;Andere Schafe über 365 Tage alt, weiblich;364.0466;61.8879
2023;Felben-Wellhausen;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;169.0932;10.1455
2023;Felben-Wellhausen;1358;Schafgattung;Lämmer bis 180 Tage alt;304.7973;9.1439
2023;Felben-Wellhausen;1464;Ziegengattung;Andere Ziegen über 365 Tage alt, männlich;4.2438;0.7215
2023;Felben-Wellhausen;1468;Ziegengattung;Zicklein bis 180 Tage alt;2.5534;0.0766
2023;Felben-Wellhausen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.01
2023;Felben-Wellhausen;1882;Bienenstände/Bienenvölker;Bienenvölker;15.0;0.0
2023;Felben-Wellhausen;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;25.0;0.0
2023;Fischingen;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;1.4795;0.4438
2023;Fischingen;1354;Schafgattung;Andere Schafe über 365 Tage alt, männlich;31.8246;5.4101
2023;Fischingen;1358;Schafgattung;Lämmer bis 180 Tage alt;184.50949999999997;5.5353
2023;Fischingen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;28.0;3.08
2023;Fischingen;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;10.0;0.7000000000000002
2023;Fischingen;1621;Schweinegattung;Zuchteber;2.0;0.5
2023;Fischingen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;11592.0;115.92
2023;Fischingen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);45.0;0.45
2023;Fischingen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);17.0;0.187
2023;Fischingen;1882;Bienenstände/Bienenvölker;Bienenvölker;290.0;0.0
2023;Fischingen;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;3.0;0.0
2023;Fischingen;9002;Fische;Bachforelle (inkl. Seeforelle);;0.0
2023;Fischingen;9004;Fische;Äsche;;0.0
2023;Fischingen;9005;Fische;Hecht;;0.0
2023;Fischingen;9006;Fische;Karpfen;;0.0
2023;Fischingen;9007;Fische;Felchen;;0.0
2023;Flums;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;0.4465;0.1786
2023;Flums;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.2985;0.0985
2023;Frauenfeld;1110;Rindergattung und Wasserbüffel;Milchkühe;346.79449999999997;346.79449999999997
2023;Frauenfeld;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;80.96710000000002;10.5258
2023;Frauenfeld;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;47.871199999999995;6.223199999999999
2023;Frauenfeld;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;64.9479;45.46360000000001
2023;Frauenfeld;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;9.663;6.764099999999999
2023;Frauenfeld;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0575;0.0086
2023;Frauenfeld;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;244.8247;14.689599999999999
2023;Frauenfeld;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;10.0;1.7
2023;Frauenfeld;1611;Schweinegattung;Säugende Zuchtsauen;24.0;13.2
2023;Frauenfeld;1621;Schweinegattung;Zuchteber;2.0;0.5
2023;Frauenfeld;1757;Nutzgeflügel;Mastpoulets jeden Alters;27173.0;108.69200000000001
2023;Frauenfeld;1761;Nutzgeflügel;Truten jeden Alters;4.0;0.06
2023;Frauenfeld;1871;Übriges Geflügel;Enten (ohne Zierenten);6.0;0.048
2023;Frauenfeld;1872;Übriges Geflügel;Gänse;11.0;0.13199999999999998
2023;Frauenfeld;1876;Übriges Geflügel;Wachteln;50.0;0.2
2023;Frauenfeld;1883;Andere Tiere;Hundezucht;0.0;0.0
2023;Frauenfeld;1884;Andere Tiere;Pelztiere aller Art (Nerz);0.0;0.0
2023;Frauenfeld;1886;Andere Tiere;Übrige Nutztiere;0.0;0.0
2023;Frauenfeld;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);49.0;0.0
2023;Frauenfeld;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;12.0;0.0
2023;Frauenfeld;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;0.0;0.0
2023;Gachnang;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;26.3096;10.523900000000001
2023;Gachnang;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;120.95339999999999;15.723899999999999
2023;Gachnang;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;4.0;2.8
2023;Gachnang;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;1.0;0.25
2023;Gachnang;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;10.0;0.7000000000000001
2023;Gachnang;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);0.0;0.0
2023;Gachnang;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;11387.0;45.547999999999995
2023;Gachnang;1757;Nutzgeflügel;Mastpoulets jeden Alters;24230.0;96.92
2023;Gachnang;1861;Kaninchen;Produzierende Zibben;1.0;0.034
2023;Gachnang;1863;Kaninchen;Andere Kaninchen;7.0;0.0
2023;Gachnang;1872;Übriges Geflügel;Gänse;3.0;0.036
2023;Gachnang;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;7.0;0.0
2023;Güttingen;1110;Rindergattung und Wasserbüffel;Milchkühe;655.2766;655.2766
2023;Güttingen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;28.879399999999997;17.327700000000004
2023;Güttingen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;5.8685;2.3474
2023;Güttingen;1150;Rindergattung und Wasserbüffel;Andere Kühe;25.1287;25.1287
2023;Güttingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;9.5617;6.693099999999999
2023;Güttingen;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;1.0;0.7
2023;Güttingen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;14.8849;5.2097
2023;Güttingen;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;2.0;0.5
2023;Güttingen;1354;Schafgattung;Andere Schafe über 365 Tage alt, männlich;14.5315;2.4703999999999997
2023;Güttingen;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;111.52879999999999;6.691600000000001
2023;Güttingen;1358;Schafgattung;Lämmer bis 180 Tage alt;102.88499999999999;3.0866999999999996
2023;Güttingen;1621;Schweinegattung;Zuchteber;3.0;0.75
2023;Güttingen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);320.0;0.0
2023;Güttingen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;1200.0;4.8
2023;Güttingen;1871;Übriges Geflügel;Enten (ohne Zierenten);12.0;0.096
2023;Güttingen;1872;Übriges Geflügel;Gänse;3.0;0.036000000000000004
2023;Güttingen;1882;Bienenstände/Bienenvölker;Bienenvölker;100.0;0.0
2023;Güttingen;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;6.0;0.0
2023;Güttingen;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;13.0;0.0
2023;Hagenbuch;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;3.937;1.2992
2023;Hagenbuch;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;15.0;2.55
2023;Hauptwil-Gottshaus;1110;Rindergattung und Wasserbüffel;Milchkühe;898.6465999999999;898.6465999999999
2023;Hauptwil-Gottshaus;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;145.3343;58.133700000000005
2023;Hauptwil-Gottshaus;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;5.1288;2.0515999999999996
2023;Hauptwil-Gottshaus;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;79.5782;26.2606
2023;Hauptwil-Gottshaus;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;141.2137;18.3577
2023;Hauptwil-Gottshaus;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;5.737;2.8685
2023;Hauptwil-Gottshaus;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.9864;0.2958
2023;Hauptwil-Gottshaus;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;4.0;1.4
2023;Hauptwil-Gottshaus;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;3.6247;0.9062
2023;Hauptwil-Gottshaus;1461;Ziegengattung;Milchziegen;2.7973;0.5595
2023;Hauptwil-Gottshaus;1468;Ziegengattung;Zicklein bis 180 Tage alt;2.3343;0.07
2023;Hauptwil-Gottshaus;1631;Schweinegattung;Abgesetzte Ferkel;190.0;11.4
2023;Hauptwil-Gottshaus;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);4.0;0.04
2023;Hauptwil-Gottshaus;1757;Nutzgeflügel;Mastpoulets jeden Alters;7.0;0.028
2023;Hauptwil-Gottshaus;1861;Kaninchen;Produzierende Zibben;2.0;0.068
2023;Hauptwil-Gottshaus;1863;Kaninchen;Andere Kaninchen;12.0;0.0
2023;Hauptwil-Gottshaus;1871;Übriges Geflügel;Enten (ohne Zierenten);12.0;0.096
2023;Hauptwil-Gottshaus;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;4.0;0.0
2023;Hefenhofen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;15.287700000000001;5.044899999999999
2023;Hefenhofen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;8.3397;2.9189
2023;Hefenhofen;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.4932;0.074
2023;Hefenhofen;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;3.6712000000000002;0.2202
2023;Hefenhofen;1461;Ziegengattung;Milchziegen;3.0;0.6
2023;Hefenhofen;1464;Ziegengattung;Andere Ziegen über 365 Tage alt, männlich;1.3316;0.2263
2023;Hefenhofen;1611;Schweinegattung;Säugende Zuchtsauen;25.0;13.75
2023;Hefenhofen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;80.0;0.8
2023;Hefenhofen;1863;Kaninchen;Andere Kaninchen;7.0;0.0
2023;Hefenhofen;1871;Übriges Geflügel;Enten (ohne Zierenten);5.0;0.04
2023;Hefenhofen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;3.0;0.0
2023;Herdern;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;2.1807;0.8723
2023;Herdern;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;37.978;12.532700000000002
2023;Herdern;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;71.0191;9.2324
2023;Herdern;1351;Schafgattung;Milchschafe;2.5534;0.6384
2023;Herdern;1356;Schafgattung;Jungschafe über 180 Tage bis 365 Tage alt;48.1974;2.8918
2023;Herdern;1466;Ziegengattung;Jungziegen über 180 Tage bis 365 Tage alt;2.0849;0.1251
